gene	Adult_Hind_Gut	Adult_Mid_Gut	Adult_Accessory_gland	Adult_Brain	Adult_Crop	Larval_Wandering_fat_body	Adult_Head	Larvae_Wandering_Tubules	Adult_Ovary	Adult_Testes	Adult_Salivary_Gland	Adult_Carcass	Adult_Thoracoabdominal_ganglion	Larval_Feeding_Hind_Gut	Larval_Feeding_Mid_Gut	Larval_Feeding_Salivary_Gland	Adult_Female_Spermatheca_Mated	Adult_Female_Spermatheca_Virgin	Larval_Feeding_Malpighian_Tubule	Larval_Feeding_Fatbody	Larval_Feeding_Carcass	Larval_Feeding_Central_Nevous_System	Larval_Feeding_Trachea	Adult_Fatbody	Adult_Eye	Adult_Heart	Adult_Male_Ejaculatory_Duct	Adult_Trachea	Adult_Thoracic_Muscle	Adult_Wings
FBgn0029906	5.777312592	7.38457597	8.480467272	6.34853785	5.188902711	8.622342459	6.143383399	6.693155863	6.027362775	3.673419997	7.826590164	6.423123206	6.829588496	6.062484542	7.229963363	8.705405799	7.648581268	7.692752177	6.699150128	8.913327794	5.753715703	5.976383883	5.83800722	7.299756472	6.199123664	6.993427695	7.123353795	5.012881582	0.0001	5.004135347
FBgn0029907	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029909	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029911	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.098493278	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.252430658	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.795513833	0.0001	0.0001	0.0001	0.0001
FBgn0029912	0.0001	0.0001	0.0001	4.562062257	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.256739275	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029913	5.288002372	5.475212379	5.460929443	5.204347687	5.550993979	6.222360182	5.00946369	8.898260185	6.390969322	3.67620864	0.0001	4.87466132	5.437681763	5.256442737	6.496224551	4.453067198	5.037214153	5.235435118	7.574525858	4.811173796	5.699467754	5.003311648	5.301444417	5.430736031	5.572976853	6.769230902	5.134466377	5.831133712	5.334734204	6.29543634
FBgn0029914	6.375320566	7.488288542	7.2823828	8.030591385	6.783324001	8.717741824	6.504078766	9.071426616	8.232984646	3.200732087	7.787907342	6.435856019	7.823120705	7.093335071	8.145773697	8.075011983	7.856397534	7.941817778	8.411016985	8.068933179	6.800750007	7.312862047	7.869076417	7.543556789	7.580480889	7.560295723	7.207598659	6.990256147	0.0001	5.381782668
FBgn0029915	4.172789668	5.736224825	7.660116107	4.555982103	4.446833266	5.872192206	4.014946455	5.420100047	9.23980846	3.813136985	0.0001	0.0001	5.162003889	5.841519141	5.394073378	7.776475192	6.437944931	6.075834306	4.777966386	5.856431129	6.923905138	9.263624811	8.707039226	5.170294077	4.276673659	5.34107361	5.818811965	4.331763147	0.0001	4.097958758
FBgn0029922	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029924	0.0001	0.0001	0.0001	0.0001	0.0001	10.4669813	0.0001	9.210497459	8.222373373	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.42928508	10.75694697	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029925	7.932024841	7.675206141	8.670361868	8.345668301	7.713163163	7.378856068	7.979093635	9.126117864	7.868840922	7.218729945	8.53788387	7.709086012	8.703223171	7.442480093	8.237484548	7.78158566	8.277230242	8.196344982	8.710373741	7.385058975	7.117551785	7.017966272	7.548198558	7.660814092	9.576948076	7.916408849	8.230114125	7.097294969	9.654040236	7.979810031
FBgn0029928	0.0001	0.0001	0.0001	3.236230014	2.645468896	0.0001	0.0001	0.0001	4.974035074	0.0001	0.0001	0.0001	2.837702184	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.534851814	4.088934497	3.209989288	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029929	7.152971033	8.097191061	8.292264895	5.883930229	7.660087696	8.123884522	6.77338172	7.982718342	9.258906796	6.175000808	7.600625476	7.148388323	5.744683734	7.786183942	7.852482638	8.839263056	8.68049548	8.569511419	8.082679209	8.739053879	7.978548743	8.326923175	8.46755116	8.089697271	7.134832724	7.834659136	7.802981289	6.816480203	0.0001	7.698874359
FBgn0029930	0.0001	0.0001	3.546668743	5.182500522	8.248971987	0.0001	2.986287217	0.0001	0.0001	0.0001	0.0001	0.0001	4.50784005	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.428163851	0.0001	0.0001	5.037062572	0.0001	0.0001	0.0001	0.0001	3.131661612
FBgn0029931	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029932	5.778091574	11.36736849	6.886718361	4.6395235	7.074713905	8.424669526	8.68969771	9.941187635	0.0001	5.549420933	9.297734024	9.162738309	5.177641889	7.69891081	9.567403191	9.056745341	8.48533449	9.519420539	8.726695019	6.616877405	9.331858641	3.2219198	5.490462145	10.06488757	8.630437539	8.367492313	6.106305191	10.57423486	10.19637515	8.64741072
FBgn0029935	6.773901517	6.872058884	10.28374752	9.590622829	7.598818479	8.013252155	9.145794351	7.145188281	9.023445291	0.0001	7.663133504	8.098434281	9.317906668	6.307926844	6.615010222	7.253697764	6.791230051	6.115482309	6.914134787	9.675949566	6.750255966	8.554250676	6.127427921	7.621543069	10.16324835	7.467334961	7.127813657	7.35006514	8.59855285	9.136234641
FBgn0029936	0.0001	0.0001	7.458613611	5.49941101	0.0001	0.0001	3.82132505	0.0001	6.102020385	0.0001	0.0001	0.0001	5.20242573	4.251952227	0.0001	6.833548601	0.0001	0.0001	4.500379685	0.0001	3.958743686	5.259798865	4.459433975	0.0001	4.940488382	4.679602037	0.0001	4.034963194	0.0001	4.424692741
FBgn0029937	4.307891343	4.76778432	4.831683585	6.191533167	5.129178572	4.381932925	5.666874264	3.915700351	5.329745751	3.884099864	0.0001	3.620238239	5.576954551	5.202611832	5.209533454	5.061359603	3.517534223	3.527857609	4.27068739	4.69541678	4.924475633	7.085703713	6.551287268	3.445113505	8.846720877	5.70832621	3.672050672	5.295489533	0.0001	5.883474303
FBgn0029939	2.832733659	0.0001	0.0001	3.107717169	0.0001	0.0001	2.710539425	3.231014349	0.0001	0.0001	0.0001	0.0001	0.0001	2.913394761	0.0001	3.993674079	0.0001	3.449870875	0.0001	0.0001	0.0001	2.99522191	0.0001	0.0001	2.770011281	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029940	0.0001	0.0001	0.0001	0.0001	0.0001	8.017104077	0.0001	0.0001	0.0001	12.9311722	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.953079527	0.0001	0.0001	0.0001	4.567694438	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029941	8.508962334	9.008403421	8.046815176	10.23225741	8.659049911	8.899722642	8.495419627	9.369186966	11.3534734	8.147108467	9.255791385	8.375216034	9.716191778	8.95420847	8.582647869	9.522244959	8.520126344	8.637822788	8.923317509	8.989422501	9.176817117	10.40096814	9.400513419	8.389876687	9.030188596	8.3323246	7.869978752	8.169783479	8.19323471	8.193403494
FBgn0029942	9.138956556	0.0001	9.461994882	8.438033713	8.851630051	7.1691886	8.774981736	6.8901843	9.098333054	8.737787757	9.616280761	8.977150842	8.661378259	8.111834505	0.0001	7.166179904	9.108820041	9.282953065	8.334101024	8.510287612	0.0001	7.344821423	6.687730275	9.259513644	9.639379073	9.12337598	8.755786239	7.975426251	10.93565792	8.365440317
FBgn0029944	8.219887004	6.809348177	6.374436481	5.696405271	8.354738272	6.785651204	6.32731971	9.00564607	9.966117033	5.02960729	7.712267892	7.153202442	5.394803516	9.18397284	7.72034631	8.153334938	7.677646065	7.155205461	8.287590123	7.272236614	9.598100285	8.085164545	10.30176918	8.13422146	6.069045123	7.12984504	7.070839721	8.858828204	6.376306139	8.305888215
FBgn0029945	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.724947405	0.0001	11.24735028	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.405885924	0.0001	0.0001	3.063249214	3.573851268	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029947	0.0001	0.0001	0.0001	0.0001	0.0001	7.522706151	0.0001	0.0001	0.0001	12.59427267	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029948	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	11.67731228	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	14.51845832
FBgn0029950	0.0001	0.0001	0.0001	11.55042765	0.0001	0.0001	8.9055998	0.0001	0.0001	0.0001	0.0001	0.0001	11.1377012	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.465733984	0.0001	0.0001	4.511553464	0.0001	0.0001	0.0001	0.0001	6.245061087
FBgn0029951	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.26215582	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029952	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	12.08819838	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029955	0.0001	0.0001	0.0001	6.583967104	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.071315865	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029957	6.298762854	5.069230721	7.381215051	7.943082797	7.050333938	6.29742946	6.571600938	6.443127317	8.875029814	4.724178016	7.6996701	5.928626493	7.401979929	6.080708866	5.506076239	7.922192286	6.800319113	6.50130059	6.440334399	6.588051669	6.528098094	8.39199293	6.966894995	6.308037898	6.196863272	5.690343912	6.927817538	6.114567873	7.605940841	6.357081009
FBgn0029958	9.009117471	8.409709224	9.759925805	9.25382468	9.06874106	9.476622222	8.517258062	10.1704847	9.901350867	9.067165289	8.859452933	8.854381821	9.631834468	9.688617491	9.129363399	9.638276578	9.529211571	9.854880852	10.02063734	9.489618462	10.39973324	8.911552421	8.727481878	9.198309462	8.318418637	8.73760535	9.870685581	8.185225046	9.755679399	8.040281265
FBgn0029959	9.030063329	8.292314268	7.079729851	8.77198203	9.332258602	8.111338825	9.102994342	10.26726612	8.160770594	5.609154142	8.811165318	9.366953125	8.449754389	7.669142686	8.135481543	7.265385819	8.409637649	9.589006198	9.858760689	9.235197231	7.527216661	7.458918003	7.357266449	9.492360684	9.261099069	9.356235033	8.162417266	8.246111923	9.121925503	8.568689656
FBgn0029961	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029962	0.0001	0.0001	0.0001	6.433541557	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.619445728	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.419931522	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029963	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.750833376	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029964	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.15411356	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029965	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029966	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.82019151	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029968	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029969	9.426834878	8.946763393	6.852375255	6.286118906	9.407693817	8.493411562	10.26696197	9.445953505	9.290298382	0.0001	7.720806592	10.66663776	6.595179205	10.52084136	9.062495068	10.48287426	10.06227004	10.55642162	11.25996552	10.0504741	10.15249381	8.526737374	10.08088053	11.08600319	8.962833596	10.3758626	9.102788684	9.764611219	9.114253103	9.504223041
FBgn0029970	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	6.393479468	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.437049841	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029971	12.0903263	11.14285145	11.06220756	12.06527501	11.33522794	9.746276978	11.64603574	10.37841066	10.26928638	9.34189896	12.1695584	12.15453593	12.30598493	11.96295336	11.09707901	11.09058099	11.12198528	11.14563393	11.80647279	10.56824049	11.88142065	10.79326313	11.30630744	11.28273426	12.1564588	11.71757183	11.55999094	11.48703196	13.34485707	11.8318329
FBgn0029974	0.0001	0.0001	0.0001	8.3994774	0.0001	0.0001	3.510431504	0.0001	0.0001	0.0001	0.0001	0.0001	8.446204929	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.757084487	0.0001	0.0001	4.165621693	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029975	12.59404662	10.3147552	8.358441111	10.90101031	13.0006169	8.821222399	10.04828541	7.389756552	10.10112583	8.229980062	0.0001	12.55378234	10.98311969	7.577998115	0.0001	4.726440245	8.812483572	9.580488233	8.337091717	9.307956016	8.092791938	9.169134322	7.694802966	12.63523	10.90370893	13.20708764	6.921701033	10.4009678	8.715727521	7.375680115
FBgn0029976	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029977	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029979	7.844132911	6.874108987	8.838966724	9.4928275	8.686478225	7.074345443	7.516480804	7.988476077	7.386693331	4.687563896	7.448917762	7.648486534	9.560906038	8.648985457	8.118969138	8.089331915	7.87396337	8.130525371	7.425496308	8.090891467	8.472429399	10.57188958	8.221423267	8.954490891	7.859268073	8.372431052	8.799355419	9.06755718	8.740235771	8.820678196
FBgn0029980	8.27265874	8.138309709	7.942163928	5.838932623	7.381886147	7.947563649	6.290851244	8.146319804	8.550306652	4.128078401	8.960434856	6.990316887	6.188342902	8.102235904	7.724513205	8.685919918	8.518922555	8.016989047	8.227262104	8.556989257	7.086772399	5.81056861	6.88027543	7.695266281	6.852171278	7.246813122	7.778704675	6.136179242	7.147153017	6.370642639
FBgn0029986	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	6.190030418	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029987	0.0001	0.0001	0.0001	0.0001	0.0001	2.457764067	0.0001	0.0001	0.0001	8.259240853	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029989	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.286729357	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029990	12.91970343	5.440711498	5.776005155	11.70165426	10.79270982	14.55088295	14.68037356	9.11018389	3.916973657	9.350898044	7.953687169	14.71858093	11.50764216	11.08062383	0.0001	11.23861764	14.2716175	14.5007189	9.043619439	14.68434053	8.677873624	0.0001	10.66760213	14.13214357	14.0713187	14.70752288	13.1828342	14.42531962	12.90057237	13.00142479
FBgn0029992	3.069889785	0.0001	4.541489418	3.695260604	4.177000819	3.34357998	3.267960858	4.255798461	4.668675111	4.484343807	4.168104767	3.677471645	0.0001	3.470124745	0.0001	4.11230817	0.0001	0.0001	4.236305174	4.324942641	3.944059667	4.009756787	3.262385127	3.59540097	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029993	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.458463287	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029994	12.72803276	12.04607626	9.08705608	8.552407229	9.944670053	9.053865957	12.56028736	6.757183025	0.0001	7.250142873	0.0001	12.41745534	7.038928868	10.57095237	12.60092384	5.725340649	11.15327435	11.11129619	10.89510369	12.25575044	0.0001	3.18571168	5.373409541	12.57269162	13.09027473	11.87306458	13.35287708	10.5907852	9.355146029	14.36405553
FBgn0029995	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0029996	10.02684826	10.3180687	9.679367492	10.50646621	10.08485016	11.08213112	10.18085859	10.96370878	11.8230679	6.468616186	9.807692371	10.58669618	9.89877789	9.904785886	10.37123539	9.001563976	10.03266991	10.24052443	10.21140987	10.42001	9.892468178	9.234306426	8.672867965	10.80336281	9.987004766	10.23386095	10.45112543	10.60603997	12.31491661	10.47544277
FBgn0029997	3.960697718	3.591372964	4.142492555	9.898254915	4.043798582	4.419653884	6.579503963	4.304132121	6.54659932	6.777716115	0.0001	3.783847462	10.1721315	4.398486609	3.643516984	0.0001	5.405525779	5.574753301	4.693355688	4.738109113	3.818740477	6.668927945	5.560405715	3.936189517	6.69817689	4.475989955	3.432236773	6.509653377	0.0001	5.270754763
FBgn0029999	0.0001	0.0001	4.545255054	2.6608681	3.169600689	0.0001	0.0001	0.0001	5.342870147	0.0001	0.0001	0.0001	2.872850374	0.0001	0.0001	4.105033294	4.379175572	3.811696257	0.0001	3.438296849	3.126954997	3.473559487	4.263926584	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030000	0.0001	0.0001	4.128113708	0.0001	3.341831482	0.0001	2.781089887	0.0001	5.039276398	2.50054537	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.329303787	2.975238425	0.0001	2.950293707	3.219683508	4.211081052	4.043378546	3.517253544	0.0001	3.173818684	0.0001	0.0001	0.0001	0.0001
FBgn0030001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.486646373	0.0001	0.0001	2.645441554	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.061137976	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030003	6.500678617	6.694109263	6.968096372	5.935515108	6.653245058	6.511606074	5.780779941	6.898384955	7.805314245	4.084634335	6.833338745	6.273562402	5.567128268	6.393525832	6.507704552	7.438610644	6.838232324	7.274563871	6.879437134	7.136141502	7.300735134	6.386601545	6.787645695	7.148161821	5.35889616	6.748094916	6.878493507	5.670625557	6.58163134	5.403281034
FBgn0030004	0.0001	0.0001	0.0001	5.958516856	4.056061473	0.0001	3.809891847	0.0001	3.646790145	10.62271796	0.0001	0.0001	5.912549324	3.932719955	0.0001	5.983896932	4.889564827	4.676718817	4.356184093	0.0001	0.0001	4.605684998	4.522534543	0.0001	3.931613345	3.646931541	0.0001	3.841136415	0.0001	3.733838867
FBgn0030005	5.968154584	8.563732344	0.0001	0.0001	9.013142318	0.0001	2.592827766	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.578157465	7.913554342	0.0001	0.0001	0.0001	3.145990445	0.0001	0.0001	2.406590828	0.0001	0.0001	2.967991658	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030006	6.329231017	6.154635851	5.934973349	5.752030979	6.854205842	7.568506938	5.468025782	7.472121619	5.903140594	5.582734462	6.64723517	5.615894732	6.15977755	6.249368783	6.378150204	7.3553241	6.076856351	6.335950709	7.088092708	7.040660741	6.184946927	5.960252396	7.186693881	5.813249318	6.468609084	6.546480489	6.286173895	5.598253949	6.891805734	6.26423407
FBgn0030007	7.493504136	8.086125827	9.715719899	6.910956834	7.492418235	7.564704749	7.629551086	8.239956028	8.905204553	5.879113906	8.142147933	7.455149532	6.94547735	8.369035271	8.557458443	9.576854965	8.240308646	8.112811152	8.602080928	9.049290239	8.684773376	8.737866383	9.15272861	8.443701748	7.863348157	8.053998895	9.225096372	7.231723298	6.777870266	7.540383349
FBgn0030008	0.0001	2.979573321	3.443994991	3.167164715	3.408744116	3.274189004	2.80918014	3.366105194	7.115862872	3.493715249	3.493840589	0.0001	3.053889216	2.965381392	3.61606589	4.451353809	3.760903195	3.978030609	3.221663295	0.0001	3.107115798	3.910823867	4.040263315	0.0001	0.0001	3.173085496	3.749007115	0.0001	0.0001	3.451060554
FBgn0030009	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.751945313	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030010	2.957775642	0.0001	0.0001	4.207538447	3.56273833	3.438018618	2.763196869	5.009610316	8.197198578	6.193137865	3.579546306	0.0001	3.745635894	3.148763603	9.63360533	3.671956878	0.0001	3.040084464	3.325733284	3.049118376	0.0001	4.042370422	3.482000633	3.503522897	3.399959069	3.026536009	2.847706046	2.801886507	0.0001	2.959985302
FBgn0030011	4.953631159	0.0001	0.0001	10.91447952	7.722069106	0.0001	8.643115075	0.0001	3.998981199	3.882373845	0.0001	0.0001	10.71451548	4.187552548	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.706626336	0.0001	0.0001	8.584440017	5.947194467	4.101524632	0.0001	0.0001	4.441351366
FBgn0030012	2.679192481	3.050702138	3.000846843	3.595883143	2.922523776	0.0001	2.8532257	2.872962917	5.102250947	2.57405089	0.0001	0.0001	3.262100497	2.636598768	0.0001	0.0001	3.120080519	3.336176839	2.866866382	2.728387514	2.786551015	5.0404663	3.292543664	3.242486272	3.173084101	3.088664252	0.0001	2.893054554	0.0001	2.958630585
FBgn0030013	9.957508619	7.739316761	7.356460924	9.022467211	13.3636612	12.68585576	10.53727345	7.995903056	10.44486489	4.695737677	7.57237749	10.74339993	9.067002516	7.838971189	7.44158981	9.06436037	11.8321311	11.65283524	7.980323544	13.312947	7.911812756	8.372117998	9.877263814	11.65122927	10.63803867	11.73037905	7.720392962	10.42263293	10.30736993	10.79252665
FBgn0030014	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.770709849	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030015	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	10.6831406	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030016	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030017	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.173338754	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030018	8.799880783	8.755165932	9.22201314	7.648042846	9.083234384	9.281027601	7.061693296	9.496702882	10.39995523	6.593741382	9.186637506	8.567535555	8.020280325	9.181577017	9.589845054	8.845874369	9.503378633	9.666896195	9.143554336	8.693329174	8.98608442	8.915769463	8.695412142	9.328886794	7.672979779	8.411605545	8.496787414	9.228114545	9.868187414	9.05129162
