gene	Adult_Hind_Gut	Adult_Mid_Gut	Adult_Accessory_gland	Adult_Brain	Adult_Crop	Larval_Wandering_fat_body	Adult_Head	Larvae_Wandering_Tubules	Adult_Ovary	Adult_Testes	Adult_Salivary_Gland	Adult_Carcass	Adult_Thoracoabdominal_ganglion	Larval_Feeding_Hind_Gut	Larval_Feeding_Mid_Gut	Larval_Feeding_Salivary_Gland	Adult_Female_Spermatheca_Mated	Adult_Female_Spermatheca_Virgin	Larval_Feeding_Malpighian_Tubule	Larval_Feeding_Fatbody	Larval_Feeding_Carcass	Larval_Feeding_Central_Nevous_System	Larval_Feeding_Trachea	Adult_Fatbody	Adult_Eye	Adult_Heart	Adult_Male_Ejaculatory_Duct	Adult_Trachea	Adult_Thoracic_Muscle	Adult_Wings
FBgn0030025	5.469663299	6.153384423	9.409110093	4.770918046	6.324417904	6.957991392	4.940581268	7.272056308	7.935085496	9.138035113	6.96709356	5.154104794	4.581096064	6.190440531	6.549571008	7.665512745	5.424425518	5.030646156	6.903655875	6.888547184	7.124363543	7.474669286	7.198872208	6.069579445	4.855214949	6.330948699	7.311945147	4.810400649	0.0001	6.117556547
FBgn0030026	8.618786357	9.28879642	8.396407142	6.696325329	8.203206346	8.735790833	7.9874352	7.990495403	7.834407218	5.060300276	8.61399535	8.425829466	7.365239177	8.616757007	8.66974103	8.365823944	8.800847538	9.424176349	9.661123134	9.351574512	7.911693372	6.724014224	8.101171033	9.236438111	9.214652501	9.112300375	9.861809511	7.938987126	9.081810969	8.391539594
FBgn0030027	5.53485278	0.0001	0.0001	0.0001	0.0001	0.0001	5.395385544	4.127661911	0.0001	3.874748323	0.0001	0.0001	0.0001	6.797665044	3.962270909	5.20807042	0.0001	0.0001	4.619943858	0.0001	4.608806196	3.418076821	8.096887452	0.0001	8.79668881	0.0001	4.693257644	0.0001	0.0001	3.49022976
FBgn0030028	0.0001	0.0001	0.0001	2.922034031	0.0001	0.0001	0.0001	0.0001	8.396993294	0.0001	0.0001	0.0001	2.858008801	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.597527026	4.895633039	3.621536394	0.0001	0.0001	3.575516694	0.0001	0.0001	0.0001	0.0001
FBgn0030029	0.0001	0.0001	6.6543509	0.0001	4.285527325	9.804228822	0.0001	5.26917955	0.0001	0.0001	7.848796023	0.0001	0.0001	4.097790669	0.0001	7.853178001	0.0001	0.0001	5.371052186	10.05401901	5.619600329	3.633245914	4.982768221	0.0001	8.087336771	5.931031034	7.070478455	0.0001	7.669945759	5.207086794
FBgn0030030	4.97175417	3.452457904	5.711492466	7.460012284	3.846805122	5.329280705	6.572989437	3.451077093	6.022783942	4.103559987	6.435877324	6.925364867	7.346606693	4.328834719	4.161800953	5.145669524	3.232354828	0.0001	3.441765878	6.811031139	3.745595385	4.492079808	3.962452726	5.029202822	5.782973302	4.476186758	0.0001	3.896851778	6.842792327	4.350238221
FBgn0030032	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030033	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.459636876	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030034	6.694481216	6.624329263	6.716449325	7.129788751	6.886570571	6.174218542	5.521477232	7.365581381	9.170982571	3.949697714	7.237353767	5.766092418	6.866286262	6.86121273	6.394692115	7.721413701	6.694261176	6.576096001	7.1621155	6.840542566	7.379937742	9.409091509	8.313804224	6.600866161	6.511841704	6.379459678	7.178138186	6.601721632	5.63630176	7.064022279
FBgn0030035	6.652058021	6.430175572	8.042379902	6.743161329	8.347857704	5.977297316	6.188515667	7.45010812	6.564694691	5.788432931	7.291425218	0.0001	7.136144267	6.229953438	6.164168189	7.119665929	6.467645626	6.627928283	7.342858411	6.099417021	5.751242766	6.719819982	6.171238172	5.957657426	6.932695069	6.404962507	6.846300397	6.397066232	0.0001	6.808058782
FBgn0030037	6.278240034	6.445192942	5.010124707	9.033140841	7.262478227	6.553036298	7.026686335	5.824391496	9.684606334	5.368307894	0.0001	6.904737606	8.827049881	6.192199242	6.272447724	5.612991644	6.748747726	6.714078795	6.673581547	7.28491725	6.476633198	8.5144395	6.125064662	8.565340196	5.865724092	7.695854402	6.004204224	6.723354823	5.375607288	6.631109791
FBgn0030038	0.0001	0.0001	10.81242149	7.413880857	0.0001	0.0001	0.0001	11.42915942	9.944919185	10.27123733	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	12.01844879	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.291469803	0.0001	0.0001	0.0001	0.0001
FBgn0030039	6.742293925	6.590661236	6.168722593	8.486136572	7.047083951	6.983885209	6.670848192	7.355687654	8.574412323	9.611772495	6.100189013	6.514310375	8.285535883	6.316156208	6.502440506	6.011715135	6.721322195	6.288559618	7.961119535	7.136920727	7.396699495	6.584719933	7.255459372	7.070869381	7.388181899	7.837902227	6.982227096	6.038130512	6.168191336	6.795936442
FBgn0030040	11.54788724	13.54811411	8.555250405	0.0001	0.0001	8.122328251	6.032838702	9.569832735	5.769520682	8.349613641	0.0001	8.455632506	0.0001	11.10854283	12.99443747	0.0001	9.852974888	9.696025816	8.271114894	6.934438067	0.0001	0.0001	0.0001	9.565457406	3.785488143	9.889881486	6.967217918	7.756560505	0.0001	0.0001
FBgn0030048	5.500208972	6.926307548	7.154647389	4.19435388	5.735755972	4.53645196	3.768328664	7.105535607	8.438765408	4.698993788	7.31256308	0.0001	4.644027712	7.026472924	8.099186566	7.076496762	7.561591398	7.828978046	7.263205476	5.95611413	6.297737491	5.833926706	6.274836619	5.577453339	3.702114372	5.035814715	5.682765801	4.908482671	0.0001	5.865484532
FBgn0030049	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.835507312	2.90548923	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.875511025	0.0001	0.0001	0.0001	0.0001	0.0001	4.197463186	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030050	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	11.24738608	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030051	6.415136848	0.0001	0.0001	0.0001	6.962900413	10.33310817	4.578746633	0.0001	0.0001	0.0001	0.0001	4.868228301	0.0001	0.0001	0.0001	0.0001	4.432631936	4.303626614	0.0001	9.765585015	6.13127291	0.0001	3.705611358	0.0001	5.735019575	0.0001	0.0001	0.0001	0.0001	6.991563801
FBgn0030052	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.684518893	4.369278582	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030053	9.137692172	5.721338415	8.606547856	6.270869434	5.969828313	6.514582369	5.348016878	7.081850548	6.937882939	5.895807261	9.031520151	5.59223835	6.396140741	8.660283361	6.563101479	9.0687899	5.878113773	7.033142028	6.424762913	7.437529623	6.696636578	7.504871013	8.481715419	6.310737523	6.370212835	6.632648568	7.023215353	5.796971815	7.357191531	5.183171577
FBgn0030054	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.629645726	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.797102358	5.759808683	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030055	4.359063798	0.0001	0.0001	5.518111914	4.900402966	4.493783124	0.0001	4.837262156	5.182456838	0.0001	0.0001	0.0001	4.858229591	4.450255342	0.0001	4.688449778	0.0001	0.0001	4.54433575	4.306274089	4.564487057	4.537306354	4.454894807	0.0001	4.378444573	5.467315214	5.151589284	5.572839507	6.294007462	5.168990251
FBgn0030056	10.75495387	10.69330822	12.01936198	9.520602982	10.04346189	11.14559408	9.511098312	11.44919715	11.6568961	5.316877679	11.36253107	9.504824559	9.578192487	10.38562445	11.29686821	10.55266147	10.42365054	10.36634747	11.72740492	11.67363948	9.913776503	9.60667645	10.48108939	10.05907528	9.030833232	9.696179783	10.87969773	9.487558982	8.671829036	9.609819889
FBgn0030057	5.330508642	5.811786943	8.042197264	4.890060051	5.305204312	7.736636548	4.979107603	7.375314297	6.30410355	5.122794819	0.0001	6.884712633	4.832915761	6.638243736	6.214161647	5.645315174	6.656307095	7.055491129	6.338705054	7.488435067	5.994126455	5.962202148	7.293862364	8.173514273	5.529852688	8.589326344	6.300540724	6.278040689	0.0001	5.885648469
FBgn0030058	0.0001	0.0001	0.0001	3.997102338	0.0001	0.0001	0.0001	0.0001	0.0001	6.728852981	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.938546285	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030060	8.335054631	9.558102171	10.45430534	7.273568327	9.401777716	5.851177512	8.992330124	7.189050747	8.758075279	5.395752168	11.46491833	9.138331551	7.562205613	7.805931554	7.254649615	11.27101524	9.754607208	10.19216798	7.717637493	8.452932372	8.088067976	8.231872772	9.489199339	9.681464809	8.735825835	9.278466845	10.64425606	10.68666273	8.354795777	8.696402672
FBgn0030061	5.330797386	5.785583901	7.959791193	4.354837136	6.356835503	4.636195272	4.553199996	5.35947453	7.90280987	3.74361577	5.921960694	5.16422805	4.776647604	6.310417206	5.407856305	7.156130793	7.217838913	6.896853978	5.461626424	6.362836534	6.228586632	7.260081709	7.153767018	6.765855292	4.340165597	5.882037115	6.147557829	5.46766103	0.0001	5.495437495
FBgn0030063	6.336354402	6.761361892	7.893324483	7.896815913	7.49734397	6.448613062	7.031235873	6.371332989	8.653173269	6.094026701	7.096373029	6.817683162	7.52287228	6.233342499	0.0001	7.80544319	7.071783164	6.949098543	6.298357853	6.871193253	6.909774748	7.605052248	8.391633036	7.024031788	6.848580636	7.166614296	7.044474907	6.459951071	7.205711274	7.388122953
FBgn0030065	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	4.41972841	0.0001	4.740167554	0.0001	3.320267221	0.0001	0.0001	3.134053567	0.0001	3.613069627
FBgn0030066	4.026469462	0.0001	3.698613434	4.191012166	4.082127849	4.13863149	3.67227049	4.601351999	4.344798871	5.204390326	0.0001	4.253885982	4.190676475	3.407000906	0.0001	3.59363184	3.723150868	3.772024927	3.966909449	4.058485076	3.775733588	4.188497357	3.1649636	4.77503286	4.222322077	4.480356983	0.0001	3.309004951	5.028093671	4.092514855
FBgn0030067	4.98025691	0.0001	8.18290344	3.847254189	6.130441562	3.970571217	4.378013714	0.0001	7.217943495	3.792592504	0.0001	5.378536873	4.349789294	5.635024986	0.0001	6.257788046	6.216114778	5.61567008	0.0001	5.570036464	5.744576444	6.361128871	7.096561585	5.901613448	4.633186799	5.277803261	6.600260178	4.305631459	0.0001	6.550123865
FBgn0030071	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.314726203	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030073	3.993119804	6.300431226	0.0001	0.0001	0.0001	11.12059555	4.342036035	5.135451773	4.998897785	0.0001	0.0001	0.0001	0.0001	5.953241496	7.195707019	6.138802854	5.834164196	6.985591584	4.670005021	11.71818767	0.0001	0.0001	5.716642316	5.684582464	4.236878602	6.009603959	4.561366176	4.77108938	0.0001	0.0001
FBgn0030077	3.083757526	0.0001	0.0001	0.0001	3.803288222	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.195623753	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030078	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	8.578596684	0.0001	0.0001	3.428015356	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	3.005307787	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030079	11.56878885	10.41598428	5.2202593	8.42499386	11.84674326	11.62426959	10.22146787	8.930636262	6.684220203	8.425724956	9.675762053	10.16875549	8.755901981	11.47166365	9.07608135	10.21116808	9.21878967	8.556116128	8.588521319	11.88136288	11.20718948	10.82384757	12.89200794	9.545400207	9.225698146	11.69157153	10.2997088	12.7068386	10.21434377	11.21687506
FBgn0030081	3.129586174	3.741395843	4.65961063	3.371828054	3.645470223	0.0001	3.106581333	3.022439581	6.694088939	3.0282603	0.0001	0.0001	3.593748118	3.58004872	3.42897076	5.075055561	4.337116473	4.335074451	3.121605811	3.890825349	4.201664614	4.819282696	4.691729411	3.578262224	3.347865591	2.930168998	3.637013729	2.8419473	0.0001	3.634982254
FBgn0030082	7.157248336	7.449757841	8.134335365	8.099043024	7.697142938	7.229838291	7.237417084	8.009859205	9.765253829	6.598504959	7.866231229	7.144604	7.646590387	7.383507645	7.1977626	8.262365357	8.338626697	8.091210156	7.771027187	7.830959436	8.043196126	9.650217588	9.077611303	7.044062391	8.317563958	7.805045541	7.336914413	7.485993668	6.925719799	8.265030543
FBgn0030086	10.72677605	10.91683998	11.21062979	10.07577633	11.01898938	9.986604424	9.869906241	10.62338774	12.84852552	9.908624507	9.734101188	9.938253839	10.6079629	11.94195503	11.05185034	11.59786588	10.33531259	9.752442582	10.51103352	10.51366492	11.69725841	12.40054626	11.88651559	10.55659319	8.827396368	10.26641543	10.00072437	10.0550939	8.990903297	10.23062898
FBgn0030087	11.16257263	9.452309926	10.06818731	11.12518429	11.00531026	9.661643657	10.65218951	8.638269494	10.30421358	6.554831102	11.71732813	11.95507547	11.50197568	9.932378828	9.389854762	9.794272588	10.59001261	11.27212261	9.53935821	10.12956688	11.44482134	10.32129616	9.75364953	11.50872226	10.63949893	11.13880597	10.50191715	11.20167607	13.37308193	10.12304946
FBgn0030088	6.608119754	7.186291134	8.291940527	6.692445267	7.35933987	7.091225575	6.548852052	7.443543697	8.444780392	7.594188052	8.873088297	6.360150223	7.232675954	6.936103112	7.210258176	8.979501844	8.161527488	8.236380103	7.391164852	7.551121285	6.898436756	6.997568825	6.523670679	7.550548851	6.54382739	6.306967776	8.800679754	7.082871833	7.280596503	7.43881391
FBgn0030089	7.165150298	7.638000133	6.071494896	8.094523117	5.886736012	0.0001	5.257005587	7.001309912	7.297743708	4.597282259	6.598708007	5.230826792	6.993422172	6.233851894	7.08056514	8.211566298	0.0001	0.0001	7.32743979	5.331297249	5.534348267	5.454952738	5.69841177	5.58393922	5.681280982	5.420178107	6.874516375	5.745898988	0.0001	5.974949791
FBgn0030090	0.0001	0.0001	0.0001	9.449610561	0.0001	6.471885308	4.486761471	5.021486911	7.670632206	0.0001	0.0001	0.0001	9.888100882	0.0001	0.0001	0.0001	0.0001	0.0001	4.143137625	6.182938303	0.0001	7.196538889	4.168997262	0.0001	5.972873796	6.443392851	0.0001	6.260878057	0.0001	3.829261865
FBgn0030091	3.706780344	3.615797548	0.0001	5.776900912	3.659676282	0.0001	0.0001	3.991809669	4.72337632	4.031159152	0.0001	0.0001	4.652659854	0.0001	3.890355924	4.27283394	0.0001	0.0001	3.793578919	0.0001	3.459741297	5.72723615	0.0001	0.0001	4.543013832	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030092	6.32994838	5.751168674	5.62199378	7.438561655	6.45743371	4.98394517	6.368343231	6.089806206	7.632496913	6.889234477	0.0001	7.110401763	8.190206174	5.949824699	4.919514767	6.137334826	6.049627534	6.240049918	6.780460579	5.503142706	5.317995249	6.585553028	6.892594568	5.689744897	7.579789226	6.693359957	6.568302842	5.852867176	10.37761236	6.382477219
FBgn0030093	8.102281162	7.576342684	9.923296376	9.152915758	7.748045627	8.37999839	8.107469091	8.189169031	10.90052117	10.20507139	8.161421266	7.816505655	8.946436298	9.014600242	8.541982439	9.902291665	8.19491141	8.335057618	8.412254393	8.576195452	8.816451256	11.06374246	10.01566308	8.15036695	8.106181868	8.479855056	8.860845866	8.173852908	8.281801427	8.111365642
FBgn0030096	6.659177997	6.854323267	7.740712278	6.177113699	7.157722945	6.435094701	6.129486614	6.388976727	8.040747952	5.57044953	7.872010531	5.878898044	6.154095477	7.301767906	6.621809569	7.907813563	8.980901858	8.50702437	6.849092651	7.765427827	7.096707464	7.452577842	7.548058506	7.361681212	7.041387173	6.499269769	7.159671957	6.080940097	7.33250485	6.562574392
FBgn0030097	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	12.88062686	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030098	0.0001	13.97199067	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	13.69061951	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030099	5.900604772	5.393310007	8.609201732	6.09119381	7.375723595	4.250078823	6.200710382	5.847905905	4.946722422	4.137647138	7.61889417	5.811031367	6.639997008	5.1409938	4.488206154	7.346830279	5.240048528	4.704423513	5.86287685	5.145745597	5.914679791	4.732715552	6.662101787	5.383135161	7.492657622	5.852647484	8.654693234	4.498464718	0.0001	7.991679125
FBgn0030100	0.0001	0.0001	0.0001	6.05684288	5.187139405	0.0001	4.700255775	0.0001	6.092069581	0.0001	0.0001	0.0001	6.095684563	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.4783026	5.915931418	0.0001	7.046341203	5.439460288	0.0001	0.0001	0.0001	5.062577627
FBgn0030101	8.946880265	8.493988136	8.635441406	8.63616674	9.388917581	9.535837693	8.990885044	9.464355191	8.519183563	11.92458528	9.403105527	10.56338721	9.165371758	8.156736279	8.062455732	8.094761579	9.588884427	9.64399603	9.146094003	9.102103182	8.91230854	7.038001013	7.73980516	8.506439628	9.281220892	9.770147649	9.033455803	9.286132643	13.38911224	8.414042238
FBgn0030102	4.094849227	0.0001	7.123112114	0.0001	5.001188001	0.0001	4.261512793	0.0001	0.0001	0.0001	0.0001	9.33806044	0.0001	4.314974253	0.0001	0.0001	4.517479898	0.0001	0.0001	0.0001	10.71617811	0.0001	0.0001	0.0001	5.150844297	7.532611732	0.0001	0.0001	0.0001	8.682619726
FBgn0030103	0.0001	0.0001	11.28472942	0.0001	0.0001	0.0001	5.104915089	0.0001	0.0001	0.0001	0.0001	5.320540107	9.180104981	0.0001	0.0001	0.0001	5.586010711	5.306432934	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.647834007	0.0001	3.700182953	0.0001	0.0001	7.881139902
FBgn0030104	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.275639364	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030105	0.0001	0.0001	0.0001	0.0001	0.0001	13.16361477	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.987371344	0.0001	7.549550768	0.0001	0.0001	0.0001	13.31162055	4.379209095	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030107	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030108	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	2.876799636	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	9.746736499	0.0001	0.0001	0.0001
FBgn0030109	9.433907645	9.2699228	12.03634363	9.882131596	8.974156723	9.3582635	9.406352877	10.13520962	9.694540686	9.017867626	10.76023448	9.089819536	10.01505958	9.58683816	8.896656347	10.46474227	9.724556085	9.694424374	10.03294768	9.818065474	9.092196571	9.410129445	9.52175802	9.635575723	9.907105768	9.477981545	11.90988122	9.527136714	8.988512933	9.061802874
FBgn0030114	5.401089464	5.350867259	5.908192901	5.690104357	5.650392954	6.329135826	4.391724895	9.366064692	5.538027663	6.497435821	5.692870176	4.742397516	5.460106309	7.181828	8.357461587	5.204186285	5.339601595	5.173397147	7.779084589	4.735930121	6.400290967	5.280047112	6.226291191	5.191325111	5.1961448	6.132395774	5.915565512	5.492142506	5.258285507	5.142587898
FBgn0030120	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	7.902031908	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030121	4.360566383	0.0001	4.952379957	6.266132562	4.609107979	0.0001	0.0001	4.543315348	7.50997739	5.103656727	0.0001	0.0001	5.552442151	4.396967904	0.0001	5.145126381	0.0001	0.0001	4.622339756	0.0001	0.0001	5.488559957	5.037814616	0.0001	6.299922353	4.158664079	0.0001	0.0001	0.0001	4.269151913
FBgn0030122	3.944522538	0.0001	5.400764345	4.29845512	3.689921936	4.837484069	3.57226459	6.203093428	8.092556068	4.23713972	0.0001	0.0001	4.413679166	5.154187437	0.0001	5.54883107	0.0001	4.406967943	5.454109297	5.446997579	5.658310502	6.096701911	6.242818625	4.528270669	3.295934568	4.475869508	0.0001	3.515182909	0.0001	3.675533409
FBgn0030136	14.17901082	14.06737083	14.14800894	14.23632437	14.24676548	14.1924428	14.15061117	14.18596166	14.23839109	12.21848637	14.32737851	14.15406698	14.32702286	14.0405808	13.7129602	14.1016947	14.0013189	13.79842571	14.1274893	14.18714472	14.00568304	14.0494314	14.24912609	14.162842	14.14830366	14.21006959	14.26712267	14.17804596	13.21880886	14.1462823
FBgn0030137	0.0001	0.0001	0.0001	3.951684665	0.0001	0.0001	0.0001	0.0001	6.390423034	0.0001	0.0001	0.0001	3.817160527	4.486473131	0.0001	5.978653584	0.0001	0.0001	4.972569031	0.0001	0.0001	4.771762935	5.979487565	0.0001	4.429608046	4.033905762	0.0001	0.0001	0.0001	0.0001
FBgn0030141	8.380083844	9.263868419	8.489948658	7.747417477	8.767765254	7.890085637	7.718574379	9.842315136	9.176010574	6.903072758	9.440839014	7.002542097	8.184478591	8.633549567	8.850155081	9.539000993	8.269818563	8.418299555	9.610361617	7.670283514	8.382442394	8.656631219	8.912727258	7.013743933	8.713016881	7.553799016	8.596671667	6.832534147	0.0001	7.525184031
FBgn0030142	7.876399304	8.266600048	8.433800228	7.013524634	8.624747924	8.274891852	7.026451194	8.222342455	9.502367948	4.618511474	7.592643062	7.568487762	6.63560184	8.60405613	8.216708655	9.265269475	8.274275934	8.007887053	8.467893766	8.721174543	8.584237882	9.998818995	9.200456158	8.890777553	7.068577571	7.949311503	9.363514324	7.369913534	6.358122837	7.978285085
FBgn0030148	0.0001	11.90008372	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	11.96483984	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001
FBgn0030151	10.02273461	10.03243986	11.96863656	10.32667417	10.59499232	10.78456603	10.11920551	10.75253149	11.3976189	8.408373991	10.8343447	10.41021974	10.66643138	10.79516522	9.820882046	11.37653534	11.42505368	11.45235873	10.7833877	11.33728338	11.43904182	11.85552699	11.0911562	11.02115378	9.412479311	10.3281702	11.01022187	9.663669439	7.199876989	9.71751784
FBgn0030156	6.249702337	0.0001	0.0001	0.0001	7.820425988	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	6.148689506	0.0001	4.758581354	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	5.628691812	0.0001	0.0001	0.0001	0.0001	4.403357005	0.0001	0.0001	0.0001	0.0001
FBgn0030157	8.983318964	0.0001	0.0001	8.689561536	6.814899629	12.75013308	12.60014972	4.61052468	0.0001	0.0001	0.0001	12.49690558	9.057685007	7.340333513	3.741219811	7.895974564	12.58149861	12.85543281	6.221339256	13.04916263	0.0001	4.898812018	5.551953038	13.41542732	11.44504926	12.78913107	10.68798903	12.19977116	10.1339142	9.323581185
FBgn0030158	0.0001	0.0001	0.0001	13.49000528	0.0001	6.539351597	12.00366337	0.0001	0.0001	0.0001	0.0001	0.0001	13.6255531	5.267498874	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	0.0001	12.27396406	0.0001	0.0001	12.08828003	0.0001	0.0001	0.0001	0.0001	9.854506022
